Num,Name,AllKcal,OhKcal,W,P,F,C,S,Na,SF
194,덮밥_장어,716,179,400,7.52,5.74,24.34,1.4,230,1.29
195,덮밥_참치,680,136,500,5.84,3.35,20.59,0.6,324,0.68
196,덮밥_해물,770,110,700,6.01,3.21,14.35,0.17,258,0.77
197,볶음밥,193,193,100,6.92,8.38,22.5,1.79,282,1.66
198,비빔밥,142,142,100,4.47,3.81,22.5,3.04,317,0.82
199,연어롤,510,170,300,6.19,5.13,24.77,2.82,404,0.94
200,짜장밥,740,148,500,3.05,4.46,24.01,1.07,312,1.71
201,초밥_광어,453,151,300,9.02,1.31,25.85,2.57,270,0.35
202,초밥_농어,397.5,159,250,6.97,0.53,31.5,5.2,414,0.26
203,초밥_모듬,462,154,300,8.47,2.02,25.48,2.88,323,0.5
204,초밥_문어,392.5,157,250,5.85,0.3,32.71,5.35,480,0.14
205,초밥_새우,130,130,100,7.78,1.94,20.41,3.95,451,0.19
206,초밥_연어,207,207,100,11.2,9.36,19.59,3.62,278,1.23
207,초밥_유부초밥,165,165,100,4.32,2.51,31.26,2.11,255,0.45
208,초밥_장어,487.5,195,250,6.61,4.33,32.27,5.47,508,1.16
209,초밥_한치,375,150,250,5.48,0.34,31.17,5.25,480,0.18
210,충무김밥,584,146,400,5.86,1.49,27.29,4.3,324,0.27
211,캘리포니아롤,489,163,300,4.11,3.02,29.74,2.97,432,0.71
212,회덮밥,685,137,500,6.04,3.31,20.66,2.19,149,0.58
213,간짜장,825.5,127,650,3.44,3.39,20.65,1.87,418,1.49
214,국수_김치말이국수,300,50,600,2.15,0.8,8.67,1.38,354,0.18
215,국수_막국수,570,57,1000,2,0.58,10.98,0.94,326,0.1
216,국수_열무김치,432,54,800,1.88,1.28,8.7,2.33,376,0.08
217,기스면,610,61,1000,3.78,1.07,8.98,0.05,276,0.21
218,냉면_물냉면,66,66,100,1.99,0.63,13.12,2.52,347,0.17
219,냉면_비빔냉면,131,131,100,3.43,3.61,21.1,3.79,311,0.51
220,냉면_열무냉면,528,66,800,2.61,0.72,12.19,3.39,394,0.17
221,떡만두국,623,89,700,2.87,1.62,15.82,0.02,283,0.49
222,라멘_간편조리세트_매운돈코츠라멘,1518.79,91,1669,3.82,5.09,7.38,1.17,427,0.71
223,라멘_돈코츠라멘,98,98,100,4.14,6.42,5.87,0.77,377,1.23
224,라멘_미소라멘,89,89,100,4.57,2.77,11.36,1.1,388,0.54
225,라멘_소유라멘,72,72,100,3.65,2.36,9.12,0.84,420,0.77
226,라멘_시오라멘,84,84,100,4.68,2.13,11.54,0.93,292,0.53
227,라면_짜장라면,177,177,100,3.66,4.28,31,0.63,306,1.69
228,라면_짬뽕라면,690,92,750,2.84,3.51,12.27,0.21,333,1.15
229,라면_치즈,594,99,600,2.8,3.83,13.33,0.15,352,1.57
230,만두국,434,62,700,3.06,2.49,6.83,0.44,338,0.61
231,밀면_물밀면,71,71,100,2.46,0.5,14.19,3.68,303,0.15
232,비빔국수,113,113,100,3.4,2.1,20,,337,0
233,비빔국수,113,113,100,3.2,1.86,20.94,4.31,333,0.34
234,스파게티_까르보나라소스,235,235,100,5.71,14.82,19.63,2.04,241,7.02
235,스파게티_로제소스,171,171,100,5.21,8.99,17.34,3.33,244,4.05
236,스파게티_오일소스,648,162,400,4.89,5.86,22.35,0.35,281,0.97
237,스파게티_크림소스,836,209,400,5.45,12.65,18.44,2.29,258,6.42
238,스파게티_토마토소스,645,129,500,4.87,3.83,18.64,3.12,302,1.09
239,스파게티_해물_크림소스,920,184,500,6.08,9.96,17.39,1.67,265,4.95
240,스파게티_해물_토마토소스,585,117,500,5.59,2.75,17.45,2.7,307,0.63
241,쌀국수,318,53,600,2.6,0.7,9.18,0.72,275,0.23
242,우동_일식,420,60,700,1.91,1.13,10.6,0.35,341,0.21
243,우동_중식,650,65,1000,2.95,2.1,8.54,0.11,340,0.34
244,울면,730,73,1000,3.75,0.74,12.82,0.05,280,0.18
245,자장면,799.5,123,650,3.04,3.13,20.56,1.2,368,1.31
246,자장면_삼선,805,115,700,4.81,2.59,18.08,1.45,375,0.58
247,짬뽕_굴,684,76,900,3.65,1.07,12.85,0.19,296,0.16
248,짬뽕_백짬뽕,63,63,100,3.66,1.54,8.54,0.21,280,0.24
249,짬뽕_삼선,666,74,900,4.4,1.2,11.3,0.12,299,0.21
250,짬뽕_차돌박이,88,88,100,4.58,3.42,9.82,0.69,342,0.85
251,칼국수_닭고기,666,74,900,4.69,1.42,10.52,0.59,236,0.28
252,칼국수_들깨,456,76,600,2.93,2.75,9.97,0.23,199,0.25
253,칼국수_해물,630,70,900,2.53,0.51,13.77,0.42,262,0.14
254,콩국수,100,100,100,4.61,3.83,11.69,0.76,97,0.36
255,팟타이,146,146,100,3.98,6.2,18.54,5.41,270,0.96
256,게살죽,568,71,800,2.24,0.89,13.42,0.02,182,0.26
257,깨죽,512,64,800,1.71,1.99,9.91,0.45,145,0.35
258,백합죽,455,65,700,2.36,0.8,12.1,0,142,0.19
259,소고기버섯죽,576,72,800,2.34,0.93,13.63,0.03,158,0.34
260,쌀죽(흰죽),52,52,100,1.33,0.15,11.43,0,29,0.05
261,어죽,552,69,800,2.55,0.94,12.6,1.23,263,0.21
262,율무죽,77,77,100,3.26,0.98,13.75,0.1,1,0.15
263,잣죽,875,125,700,2.74,2.8,22.18,0.34,126,0.28
264,참깨죽,38,38,100,1,1.2,5.9,,120,0
265,참치죽,656,82,800,3.02,2.01,13.07,0.17,168,0.23
266,채소죽,70,70,100,1.15,1.39,13.3,0.4,143,0.23
267,현미죽,64,64,100,1.2,0.4,15.2,0.4,1,0.09
268,감자국,224,32,700,1.19,0.79,4.94,0.74,245,0.03
269,게국지,418,38,1100,4.08,1.1,2.88,0.98,368,0.18
270,곰치국,420,42,1000,5.43,1.18,2.39,0.28,380,0.14
271,곰탕,183,61,300,6.47,1.23,6.03,0.17,239,0.5
272,김치국,90,20,450,1.2,0.62,2.33,0.64,365,0.07
273,낙지탕,186,31,600,4.9,0.53,1.73,0.32,284,0.07
274,달걀국,39,39,100,3.25,2.38,1.12,0.52,341,0.78
275,된장국_우렁,245,49,500,4.92,1.54,3.84,0.72,427,0.22
276,매생이국,120,24,500,2,0.56,2.68,0.08,284,0.12
277,무국_소고기,124,31,400,3.55,1,1.95,0.88,267,0.33
278,미소된장국,37.5,25,150,1.87,1.2,1.87,0.47,345,0.13
279,소탕,87,58,150,5.1,3.57,1.27,0.02,236,0.39
280,순대국,544,68,800,5.44,4.13,2.16,0,188,1.37
